model,mse,mae,mape
LSTM_Bidirectional_Seq2Seq,1059.3955720384838,26.985506693522137,0.10844966688061142
LSTM_Seq2Seq,5953.435390629115,69.65446319580079,0.2757536840950961
GRU_Seq2Seq,14493.508709342119,117.65779978434244,0.4621645538024722
BiLSTM_Regressor,2287.157169197585,39.79130401611328,0.15921573476939338
LSTM_Attention_Regressor,1477.8789820721915,33.56711985270182,0.13432701167623307
Transformer_Regressor,469.4606319804676,18.45236612955729,0.07196557038593057
