model,mse,mae,mape
LSTM_Bidirectional_Seq2Seq,2832.3768795466217,46.434157978725686,0.18411539095112758
LSTM_Seq2Seq,9798.58396547794,94.66244429206806,0.3741389844112207
GRU_Seq2Seq,13819.848378341829,115.03608735512258,0.45170834909377616
BiLSTM_Regressor,1889.979926264458,35.26268607846725,0.14082006181989015
LSTM_Attention_Regressor,732.2146882433028,24.35053041083807,0.0936056873584313
Transformer_Regressor,4394.045988828616,62.61346651120296,0.24800669292962804
