model,mse,mae,mape
LSTM_Bidirectional_Seq2Seq,6411.006708705138,74.24268035888672,0.2945825228583855
LSTM_Seq2Seq,2017.7767378520139,39.58362375895182,0.15765477652410512
GRU_Seq2Seq,1651.2692252543986,35.66782073974609,0.1428958324342923
BiLSTM_Regressor,1183.1818425109998,29.472272237141926,0.1121976324774586
LSTM_Attention_Regressor,20723.021406513195,138.28562774658204,0.5434741745861983
Transformer_Regressor,19245.18540234953,135.67373911539713,0.5322725940434766
