model,mse,mae,mape
ARIMA,2386.2763705133384,44.039320373535155,0.1781416889969272
LSTM_Bidirectional_Seq2Seq,710.8063269762744,21.692214212182446,0.08846667411047784
LSTM_Seq2Seq,7635.897173955219,80.71221572325943,0.3220241876360695
GRU_Seq2Seq,17914.647206491765,131.61068193118882,0.5196663576163558
BiLSTM_Regressor,3633.732344084655,55.72646353217989,0.22312563472880548
LSTM_Attention_Regressor,22227.72788611014,147.7517604025575,0.5805727940804467
Transformer_Regressor,9783.010317861392,96.35800613144914,0.38193076412588733
